,geo,time,Search_impression,Display_impression,Video_impression,DemandGen_impression,Search_spend,Display_spend,Video_spend,DemandGen_spend,Conversions,Population,Revenue_Per_Conversion
2903,New Hampshire,2024-08-19,238,83,332,31,$148.23 ,$0.00 ,$4.99 ,$0.61 ,0,1388992,$0 
2904,New Hampshire,2024-08-26,312,241,351,183,$108.85 ,$4.41 ,$4.86 ,$0.12 ,2,1388992,"$1,176 "
2905,New Hampshire,2024-09-02,275,196,362,30,$98.53 ,$0.00 ,$5.46 ,$0.59 ,1,1388992,$588 
2906,New Hampshire,2024-09-09,221,202,407,22,$66.08 ,$0.86 ,$6.83 ,$0.34 ,0,1388992,$0 
2907,New Hampshire,2024-09-16,186,929,365,19,$52.68 ,$0.00 ,$4.78 ,$0.09 ,1,1388992,$588 
2908,New Hampshire,2024-09-23,214,"1,436",327,27,$81.89 ,$3.00 ,$7.26 ,$0.77 ,1,1388992,$588 
2909,New Hampshire,2024-09-30,258,"1,717",362,39,$47.87 ,$25.15 ,$5.20 ,$0.35 ,0,1388992,$0 
2910,New Hampshire,2024-10-07,285,103,247,16,$44.39 ,$0.03 ,$3.26 ,$0.47 ,0,1388992,$0 
2911,New Hampshire,2024-10-14,285,142,175,30,$114.24 ,$2.31 ,$1.95 ,$0.97 ,0,1388992,$0 
2912,New Hampshire,2024-10-21,229,12,699,14,$220.42 ,$0.15 ,$3.22 ,$0.11 ,0,1388992,$0 
2913,New Hampshire,2024-10-28,236,43,120,63,$130.58 ,$0.00 ,$2.15 ,$0.11 ,3,1388992,"$1,764 "
2914,New Hampshire,2024-11-04,286,353,153,36,$88.09 ,$4.40 ,$2.00 ,$0.18 ,1,1388992,$588 
2915,New Hampshire,2024-11-11,419,834,148,37,$202.22 ,$0.83 ,$2.68 ,$0.33 ,1,1388992,$588 
2916,New Hampshire,2024-11-18,362,925,921,38,$171.04 ,$1.43 ,$4.35 ,$0.42 ,1,1388992,$588 
2917,New Hampshire,2024-11-25,287,205,503,20,$132.50 ,$0.03 ,$4.16 ,$3.18 ,0,1388992,$0 
2918,New Hampshire,2024-12-02,233,353,372,74,$157.71 ,$0.57 ,$3.97 ,$0.20 ,0,1388992,$0 
2919,New Hampshire,2024-12-09,243,228,422,37,$165.31 ,$3.19 ,$4.31 ,$8.19 ,4,1388992,"$2,352 "
2920,New Hampshire,2024-12-16,233,285,396,27,$139.72 ,$2.85 ,$4.36 ,$0.18 ,0,1388992,$0 
2921,New Hampshire,2024-12-23,239,39,479,15,$147.78 ,$0.00 ,$4.60 ,$0.21 ,0,1388992,$0 
2922,New Hampshire,2024-12-30,190,118,682,72,$39.95 ,$2.16 ,$4.39 ,$0.49 ,0,1388992,$0 
2923,New Hampshire,2025-01-06,187,277,748,413,$42.40 ,$0.80 ,$5.16 ,$1.17 ,1,1388992,$588 
2924,New Hampshire,2025-01-13,351,327,"1,105",173,$102.41 ,$0.77 ,$5.17 ,$1.13 ,1,1388992,$588 
2925,New Hampshire,2025-01-20,341,296,616,126,$103.39 ,$0.66 ,$4.61 ,$3.84 ,1,1388992,$588 
2926,New Hampshire,2025-01-27,383,170,526,249,$135.73 ,$0.00 ,$4.64 ,$1.38 ,1,1388992,$588 
2927,New Hampshire,2025-02-03,278,47,191,219,$94.75 ,$0.00 ,$4.28 ,$2.27 ,1,1388992,$588 
2928,New Hampshire,2025-02-10,262,65,133,37,$78.34 ,$0.54 ,$1.77 ,$1.59 ,0,1388992,$0 
2929,New Hampshire,2025-02-17,224,29,132,57,$81.12 ,$0.00 ,$1.57 ,$1.17 ,2,1388992,"$1,176 "
2930,New Jersey,2023-09-25,294,180,,,$71.18 ,$2.80 , --, --,3,9288994,"$1,764 "
2931,New Jersey,2023-10-02,"1,476",598,"1,163",,$412.14 ,$6.83 ,$12.88 , --,9,9288994,"$5,292 "
2932,New Jersey,2023-10-09,937,8,"2,546",,$343.58 ,$0.00 ,$29.05 , --,2,9288994,"$1,176 "
2933,New Jersey,2023-10-16,821,84,"1,341",,$320.81 ,$5.03 ,$20.28 , --,2,9288994,"$1,176 "
2934,New Jersey,2023-10-23,979,"2,196","1,119",,$370.70 ,$7.31 ,$16.98 , --,3,9288994,"$1,764 "
2935,New Jersey,2023-10-30,"1,053","7,296","1,124",,$390.87 ,$8.00 ,$16.57 , --,1,9288994,$588 
2936,New Jersey,2023-11-06,"1,067",119,"1,147",,$351.49 ,$0.68 ,$16.90 , --,3,9288994,"$1,764 "
2937,New Jersey,2023-11-13,"1,250",179,"1,087",,$387.67 ,$9.78 ,$18.34 , --,4,9288994,"$2,352 "
2938,New Jersey,2023-11-20,"1,403",174,"1,114",,$430.32 ,$0.31 ,$20.30 , --,11,9288994,"$6,468 "
2939,New Jersey,2023-11-27,"1,470",118,"1,036",,$676.84 ,$0.89 ,$17.62 , --,13,9288994,"$7,644 "
2940,New Jersey,2023-12-04,"1,502",326,"1,536",,$662.51 ,$3.11 ,$25.93 , --,17,9288994,"$9,996 "
2941,New Jersey,2023-12-11,"1,396",394,"1,688",,$732.88 ,$6.36 ,$28.34 , --,7,9288994,"$4,116 "
2942,New Jersey,2023-12-18,"1,368",644,"2,531",,$509.73 ,$6.08 ,$38.68 , --,2,9288994,"$1,176 "
2943,New Jersey,2023-12-25,"3,517",548,"5,518",,"$1,106.14 ",$121.81 ,$64.63 , --,6,9288994,"$3,528 "
2944,New Jersey,2024-01-01,"3,622",63,"7,341",,"$1,002.32 ",$0.00 ,$71.95 , --,15,9288994,"$8,820 "
2945,New Jersey,2024-01-08,"2,263",532,"5,521",,$870.85 ,$0.00 ,$91.36 , --,9,9288994,"$5,292 "
2946,New Jersey,2024-01-15,"1,311","1,818","4,697",,$502.69 ,$22.41 ,$92.02 , --,5,9288994,"$2,940 "
2947,New Jersey,2024-01-22,"1,224",503,"12,013",,$341.57 ,$6.03 ,$62.74 , --,6,9288994,"$3,528 "
2948,New Jersey,2024-01-29,"1,170",394,"6,988",,$474.83 ,$36.69 ,$72.33 , --,10,9288994,"$5,880 "
2949,New Jersey,2024-02-05,"1,345",638,"10,685",588,$540.35 ,$27.38 ,$103.96 ,$16.15 ,3,9288994,"$1,764 "
2950,New Jersey,2024-02-12,"1,741",434,"8,832","2,955",$565.04 ,$15.99 ,$95.22 ,$20.99 ,12,9288994,"$7,056 "
2951,New Jersey,2024-02-19,"2,459","3,417","8,784","1,692",$545.95 ,$35.94 ,$86.21 ,$17.66 ,7,9288994,"$4,116 "
2952,New Jersey,2024-02-26,"1,244","1,749","4,804",605,$372.01 ,$15.75 ,$53.36 ,$9.69 ,3,9288994,"$1,764 "
2953,New Jersey,2024-03-04,"1,317","2,498","6,394",986,$422.12 ,$11.15 ,$55.16 ,$10.86 ,10,9288994,"$5,880 "
2954,New Jersey,2024-03-11,"1,818","2,509","7,340","2,347",$587.14 ,$44.38 ,$79.03 ,$11.16 ,8,9288994,"$4,704 "
2955,New Jersey,2024-03-18,"1,967","2,498","7,532",475,$676.02 ,$30.76 ,$81.07 ,$3.12 ,6,9288994,"$3,528 "
2956,New Jersey,2024-03-25,"1,744","3,832","5,835",,$605.95 ,$50.13 ,$77.88 , --,6,9288994,"$3,528 "
2957,New Jersey,2024-04-01,"1,028","2,675","3,643",,$580.44 ,$30.37 ,$37.15 , --,6,9288994,"$3,528 "
2958,New Jersey,2024-04-08,"1,115",480,"2,783",,$620.22 ,$64.19 ,$29.90 , --,5,9288994,"$2,940 "
2959,New Jersey,2024-04-15,"1,022",616,"2,652",,$498.46 ,$1.79 ,$29.51 , --,8,9288994,"$4,704 "
2960,New Jersey,2024-04-22,"1,372","1,507","2,597",,$994.66 ,$46.70 ,$27.86 , --,5,9288994,"$2,940 "
2961,New Jersey,2024-04-29,"1,527","3,105","3,761",,$852.56 ,$95.52 ,$43.23 , --,18,9288994,"$10,584 "
2962,New Jersey,2024-05-06,"1,695","4,526","3,797",,$880.85 ,$37.62 ,$52.22 , --,5,9288994,"$2,940 "
2963,New Jersey,2024-05-13,"1,530","9,860","3,535",,$841.62 ,$135.34 ,$48.48 , --,5,9288994,"$2,940 "
2964,New Jersey,2024-05-20,"1,325","2,826","3,250",,$929.32 ,$62.90 ,$45.98 , --,5,9288994,"$2,940 "
2965,New Jersey,2024-05-27,"1,551","2,989","3,124",,$777.48 ,$153.51 ,$51.47 , --,8,9288994,"$4,704 "
2966,New Jersey,2024-06-03,"1,614","2,805","1,678",,$868.70 ,$59.15 ,$36.30 , --,5,9288994,"$2,940 "
2967,New Jersey,2024-06-10,"1,721","1,325",574,,"$1,000.97 ",$147.77 ,$17.83 , --,4,9288994,"$2,352 "
2968,New Jersey,2024-06-17,"1,885","1,599","3,206",,$929.10 ,$84.96 ,$53.79 , --,4,9288994,"$2,352 "
2969,New Jersey,2024-06-24,"1,679","1,049","3,108",,$933.03 ,$155.04 ,$49.72 , --,6,9288994,"$3,528 "
2970,New Jersey,2024-07-01,"1,728","3,802","4,562",,$815.16 ,$26.19 ,$56.74 , --,5,9288994,"$2,940 "
2971,New Jersey,2024-07-08,"1,073","1,419","3,656",,$585.85 ,$6.19 ,$42.37 , --,0,9288994,$0 
2972,New Jersey,2024-07-22,"2,639","1,301","5,635",,$984.05 ,$56.38 ,$69.32 , --,10,9288994,"$5,880 "
2973,New Jersey,2024-07-29,"2,950","6,739","4,889",,$637.07 ,$300.60 ,$66.11 , --,5,9288994,"$2,940 "
2974,New Jersey,2024-08-05,"2,718","7,756","5,022",,"$1,006.67 ",$134.12 ,$69.51 , --,6,9288994,"$3,528 "
2975,New Jersey,2024-08-12,"2,438","3,517","4,609",116,$796.11 ,$95.89 ,$70.10 ,$2.74 ,11,9288994,"$6,468 "
2976,New Jersey,2024-08-19,"2,302",873,"4,402",381,$991.70 ,$111.53 ,$69.71 ,$8.91 ,7,9288994,"$4,116 "
2977,New Jersey,2024-08-26,"2,718","1,955","4,402","2,186","$1,117.20 ",$118.61 ,$61.32 ,$12.60 ,5,9288994,"$2,940 "
2978,New Jersey,2024-09-02,"2,725","2,530","5,139",482,$902.09 ,$87.75 ,$68.09 ,$15.07 ,9,9288994,"$5,292 "
2979,New Jersey,2024-09-09,"2,246","2,836","4,830",271,$791.30 ,$138.89 ,$78.88 ,$10.03 ,5,9288994,"$2,940 "
2980,New Jersey,2024-09-16,"1,868","9,942","4,330",435,$695.92 ,$101.74 ,$65.71 ,$4.37 ,6,9288994,"$3,528 "
2981,New Jersey,2024-09-23,"2,250","13,583","4,181",375,$935.76 ,$77.14 ,$62.45 ,$5.02 ,4,9288994,"$2,352 "
2982,New Jersey,2024-09-30,"2,249","15,411","4,881",568,$776.58 ,$63.58 ,$74.71 ,$11.95 ,3,9288994,"$1,764 "
2983,New Jersey,2024-10-07,"2,199","1,952","3,430",425,$647.68 ,$106.85 ,$56.04 ,$22.11 ,5,9288994,"$2,940 "
2984,New Jersey,2024-10-14,"2,431","1,906","2,501",608,$950.54 ,$55.06 ,$52.56 ,$30.50 ,2,9288994,"$1,176 "
2985,New Jersey,2024-10-21,"2,089",218,"4,998",608,"$1,626.31 ",$11.62 ,$43.16 ,$13.28 ,5,9288994,"$2,940 "
2986,New Jersey,2024-10-28,"2,044",338,"1,946",731,$936.87 ,$0.00 ,$45.83 ,$10.49 ,6,9288994,"$3,528 "
2987,New Jersey,2024-11-04,"2,759","2,533","2,033",679,"$1,175.42 ",$39.89 ,$48.23 ,$12.68 ,7,9288994,"$4,116 "
2988,New Jersey,2024-11-11,"3,584","4,903","1,814",459,"$1,399.55 ",$50.99 ,$54.98 ,$9.25 ,11,9288994,"$6,468 "
2989,New Jersey,2024-11-18,"3,133","6,905","4,787",397,"$1,241.40 ",$35.68 ,$49.10 ,$9.58 ,8,9288994,"$4,704 "
2990,New Jersey,2024-11-25,"2,502","2,498","4,181",373,"$1,085.93 ",$48.01 ,$54.16 ,$7.90 ,0,9288994,$0 
2991,New Jersey,2024-12-02,"2,239","3,896","4,964",881,"$1,120.73 ",$37.66 ,$55.94 ,$15.19 ,6,9288994,"$3,528 "
2992,New Jersey,2024-12-09,"3,168","2,833","4,970",654,"$1,666.74 ",$43.02 ,$60.56 ,$13.87 ,11,9288994,"$6,468 "
2993,New Jersey,2024-12-16,"3,367","2,694","3,836",260,"$1,638.09 ",$22.17 ,$54.78 ,$8.26 ,6,9288994,"$3,528 "
2994,New Jersey,2024-12-23,"3,683",414,"4,228",304,"$2,004.80 ",$15.48 ,$59.39 ,$15.91 ,2,9288994,"$1,176 "
2995,New Jersey,2024-12-30,"2,040",929,"7,412","1,100",$622.97 ,$8.72 ,$48.36 ,$22.80 ,2,9288994,"$1,176 "
2996,New Jersey,2025-01-06,"1,692","2,599","8,880","4,104",$402.86 ,$42.26 ,$55.34 ,$30.74 ,2,9288994,"$1,176 "
2997,New Jersey,2025-01-13,"3,047","3,738","11,710","2,226",$923.34 ,$33.57 ,$55.91 ,$37.20 ,16,9288994,"$9,408 "
2998,New Jersey,2025-01-20,"5,499","2,794","6,873","2,456","$2,205.48 ",$23.33 ,$53.14 ,$52.57 ,15,9288994,"$8,820 "
2999,New Jersey,2025-01-27,"4,090","1,364","6,345","3,118","$1,581.81 ",$7.09 ,$56.55 ,$47.34 ,18,9288994,"$10,584 "
3000,New Jersey,2025-02-03,"1,661",811,"2,487","2,522",$703.40 ,$14.35 ,$29.67 ,$28.34 ,4.5,9288994,"$2,646 "
3001,New Jersey,2025-02-10,"1,738",382,"1,612",754,$654.28 ,$20.08 ,$28.38 ,$29.67 ,3,9288994,"$1,764 "
3002,New Jersey,2025-02-17,"1,394",156,"1,285",855,$560.10 ,$20.70 ,$25.38 ,$28.18 ,3,9288994,"$1,764 "
3003,New Mexico,2023-09-25,21,20,,,$3.56 ,$0.00 , --, --,0,2117522,$0 
3004,New Mexico,2023-10-02,204,53,204,,$65.98 ,$0.00 ,$1.99 , --,1,2117522,$588 
3005,New Mexico,2023-10-09,94,2,372,,$18.33 ,$0.00 ,$3.55 , --,1,2117522,$588 
3006,New Mexico,2023-10-16,123,10,224,,$24.15 ,$3.00 ,$2.82 , --,1,2117522,$588 
3007,New Mexico,2023-10-23,151,504,169,,$39.04 ,$6.52 ,$2.81 , --,1,2117522,$588 
3008,New Mexico,2023-10-30,158,"1,711",175,,$33.12 ,$18.02 ,$2.33 , --,0,2117522,$0 
3009,New Mexico,2023-11-06,144,22,169,,$48.52 ,$2.86 ,$2.69 , --,1,2117522,$588 
3010,New Mexico,2023-11-13,200,30,154,,$101.36 ,$12.37 ,$5.16 , --,0,2117522,$0 
3011,New Mexico,2023-11-20,193,19,180,,$66.57 ,$0.00 ,$5.62 , --,1,2117522,$588 
3012,New Mexico,2023-11-27,172,12,149,,$37.89 ,$0.00 ,$2.65 , --,4,2117522,"$2,352 "
3013,New Mexico,2023-12-04,179,34,199,,$66.96 ,$0.30 ,$3.58 , --,3,2117522,"$1,764 "
3014,New Mexico,2023-12-11,137,61,256,,$108.69 ,$0.00 ,$4.66 , --,2,2117522,"$1,176 "
3015,New Mexico,2023-12-18,175,54,410,,$107.07 ,$0.00 ,$6.45 , --,3,2117522,"$1,764 "
3016,New Mexico,2023-12-25,410,77,704,,$192.68 ,$0.00 ,$8.30 , --,2,2117522,"$1,176 "
3017,New Mexico,2024-01-01,421,3,971,,$151.78 ,$0.00 ,$10.33 , --,1,2117522,$588 
3018,New Mexico,2024-01-08,299,48,735,,$77.64 ,$0.00 ,$15.08 , --,3,2117522,"$1,764 "
3019,New Mexico,2024-01-15,186,328,662,,$53.12 ,$9.71 ,$12.91 , --,2,2117522,"$1,176 "
3020,New Mexico,2024-01-22,150,49,"2,509",,$39.62 ,$2.38 ,$13.85 , --,2,2117522,"$1,176 "
3021,New Mexico,2024-01-29,163,87,"1,341",,$37.48 ,$0.00 ,$14.94 , --,1,2117522,$588 
3022,New Mexico,2024-02-05,177,90,"1,896",92,$138.96 ,$3.43 ,$17.39 ,$2.00 ,0,2117522,$0 
3023,New Mexico,2024-02-12,198,54,"1,454",318,$63.69 ,$4.79 ,$16.89 ,$3.54 ,4,2117522,"$2,352 "
3024,New Mexico,2024-02-19,290,847,"2,596",269,$108.27 ,$22.44 ,$21.73 ,$1.89 ,1,2117522,$588 
3025,New Mexico,2024-02-26,131,411,916,108,$26.51 ,$14.37 ,$9.34 ,$1.18 ,1.43,2117522,$841 
3026,New Mexico,2024-03-04,125,729,"1,349",166,$73.90 ,$3.31 ,$10.98 ,$1.91 ,1,2117522,$588 
3027,New Mexico,2024-03-11,245,548,"1,763",388,$79.17 ,$10.93 ,$18.56 ,$4.87 ,1,2117522,$588 
3028,New Mexico,2024-03-18,244,526,"1,722",84,$79.58 ,$5.54 ,$20.55 ,$1.87 ,0.57,2117522,$335 
3029,New Mexico,2024-03-25,203,368,"1,228",,$64.09 ,$2.29 ,$15.65 , --,1,2117522,$588 
3030,New Mexico,2024-04-01,119,332,623,,$45.57 ,$0.18 ,$6.36 , --,3,2117522,"$1,764 "
3031,New Mexico,2024-04-08,131,15,381,,$102.12 ,$0.00 ,$3.73 , --,0,2117522,$0 
3032,New Mexico,2024-04-15,119,42,478,,$161.68 ,$0.00 ,$4.55 , --,0,2117522,$0 
3033,New Mexico,2024-04-22,170,104,447,,$62.60 ,$0.00 ,$4.37 , --,0,2117522,$0 
3034,New Mexico,2024-04-29,201,609,612,,$231.96 ,$4.66 ,$7.78 , --,4,2117522,"$2,352 "
3035,New Mexico,2024-05-06,175,427,587,,$80.33 ,$0.79 ,$7.34 , --,1,2117522,$588 
3036,New Mexico,2024-05-13,162,"1,583",511,,$70.17 ,$23.78 ,$10.57 , --,1,2117522,$588 
3037,New Mexico,2024-05-20,149,283,516,,$113.45 ,$0.00 ,$8.30 , --,1,2117522,$588 
3038,New Mexico,2024-05-27,158,73,478,,$91.19 ,$0.39 ,$8.23 , --,2,2117522,"$1,176 "
3039,New Mexico,2024-06-03,188,93,251,,$64.43 ,$0.00 ,$8.24 , --,1,2117522,$588 
3040,New Mexico,2024-06-10,194,56,187,,$77.35 ,$0.00 ,$6.36 , --,0,2117522,$0 
3041,New Mexico,2024-06-17,211,43,450,,$73.77 ,$0.00 ,$7.47 , --,0,2117522,$0 
3042,New Mexico,2024-06-24,222,49,493,,$147.10 ,$0.56 ,$7.88 , --,1,2117522,$588 
3043,New Mexico,2024-07-01,271,360,479,,$171.05 ,$0.17 ,$5.11 , --,0,2117522,$0 
3044,New Mexico,2024-07-08,135,110,310,,$60.66 ,$0.00 ,$4.19 , --,0,2117522,$0 
3045,New Mexico,2024-07-22,282,201,520,,$74.85 ,$0.84 ,$9.69 , --,0,2117522,$0 
3046,New Mexico,2024-07-29,303,649,319,,$91.96 ,$7.07 ,$6.32 , --,3,2117522,"$1,764 "
3047,New Mexico,2024-08-05,344,519,416,,$66.58 ,$2.88 ,$6.33 , --,2,2117522,"$1,176 "
3048,New Mexico,2024-08-12,298,325,407,59,$44.73 ,$5.85 ,$9.27 ,$1.39 ,1,2117522,$588 
3049,New Mexico,2024-08-19,332,55,479,110,$156.21 ,$0.56 ,$11.30 ,$2.72 ,1,2117522,$588 
3050,New Mexico,2024-08-26,288,67,391,289,$152.98 ,$0.97 ,$16.87 ,$1.71 ,2,2117522,"$1,176 "
3051,New Mexico,2024-09-02,350,187,436,68,$91.53 ,$2.72 ,$9.78 ,$2.25 ,1,2117522,$588 
3052,New Mexico,2024-09-09,255,178,473,45,$115.77 ,$8.70 ,$14.37 ,$0.44 ,2,2117522,"$1,176 "
3053,New Mexico,2024-09-16,229,"1,148",371,61,$91.82 ,$2.11 ,$6.14 ,$0.59 ,0,2117522,$0 
3054,New Mexico,2024-09-23,269,"1,462",359,90,$73.56 ,$1.44 ,$6.32 ,$1.25 ,0,2117522,$0 
3055,New Mexico,2024-09-30,229,"1,848",378,133,$25.46 ,$4.19 ,$4.99 ,$2.00 ,0,2117522,$0 
3056,New Mexico,2024-10-07,271,93,394,42,$126.48 ,$0.00 ,$6.04 ,$0.44 ,1,2117522,$588 
3057,New Mexico,2024-10-14,242,119,524,79,$123.70 ,$8.62 ,$5.61 ,$0.69 ,0,2117522,$0 
3058,New Mexico,2024-10-21,201,21,"2,331",107,$126.82 ,$0.00 ,$5.83 ,$1.72 ,0,2117522,$0 
3059,New Mexico,2024-10-28,207,73,232,85,$178.08 ,$0.00 ,$5.38 ,$1.31 ,2,2117522,"$1,176 "
3060,New Mexico,2024-11-04,323,421,308,81,$164.29 ,$5.18 ,$6.27 ,$1.12 ,1,2117522,$588 
3061,New Mexico,2024-11-11,496,910,277,54,$147.10 ,$3.23 ,$5.61 ,$1.14 ,2,2117522,"$1,176 "
3062,New Mexico,2024-11-18,400,783,"2,120",70,$291.06 ,$16.07 ,$5.85 ,$1.82 ,1,2117522,$588 
3063,New Mexico,2024-11-25,280,270,987,49,$137.28 ,$23.40 ,$5.95 ,$0.36 ,0,2117522,$0 
3064,New Mexico,2024-12-02,251,431,729,71,$112.19 ,$7.49 ,$7.39 ,$1.73 ,0,2117522,$0 
3065,New Mexico,2024-12-09,290,219,714,62,$89.80 ,$2.60 ,$6.48 ,$0.54 ,1,2117522,$588 
3066,New Mexico,2024-12-16,249,189,374,29,$111.73 ,$4.52 ,$6.95 ,$0.38 ,2,2117522,"$1,176 "
3067,New Mexico,2024-12-23,285,61,409,35,$131.06 ,$3.83 ,$4.28 ,$10.68 ,2,2117522,"$1,176 "
3068,New Mexico,2024-12-30,232,70,702,135,$56.36 ,$0.11 ,$4.21 ,$0.32 ,0,2117522,$0 
3069,New Mexico,2025-01-06,197,291,973,540,$40.27 ,$0.46 ,$5.13 ,$2.43 ,0,2117522,$0 
3070,New Mexico,2025-01-13,420,209,979,340,$141.36 ,$9.01 ,$5.29 ,$5.45 ,1,2117522,$588 
3071,New Mexico,2025-01-20,522,151,669,297,$169.31 ,$0.26 ,$4.91 ,$9.55 ,1,2117522,$588 
3072,New Mexico,2025-01-27,537,101,544,529,$178.69 ,$0.02 ,$6.34 ,$7.04 ,3,2117522,"$1,764 "
3073,New Mexico,2025-02-03,412,43,293,483,$164.18 ,$5.26 ,$5.07 ,$5.42 ,1,2117522,$588 
3074,New Mexico,2025-02-10,373,33,178,151,$198.44 ,$0.84 ,$3.84 ,$6.09 ,1,2117522,$588 
3075,New Mexico,2025-02-17,290,9,155,123,$88.04 ,$0.00 ,$3.10 ,$5.06 ,2,2117522,"$1,176 "
3076,New South Wales,2024-02-19,,1,,, --,$0.00 , --, --,0,8236000,$0 
3077,New South Wales,2024-03-25,,1,,, --,$0.00 , --, --,0,8236000,$0 
3078,New York,2023-09-25,778,842,,,$209.55 ,$11.56 , --, --,0,19835913,$0 
3079,New York,2023-10-02,"4,270","3,539","3,313",,"$1,360.01 ",$92.70 ,$37.02 , --,22,19835913,"$12,936 "
3080,New York,2023-10-09,"2,582",455,"6,945",,$838.00 ,$25.38 ,$88.55 , --,12,19835913,"$7,056 "
3081,New York,2023-10-16,"2,405",934,"3,975",,$882.58 ,$57.12 ,$66.47 , --,5,19835913,"$2,940 "
3082,New York,2023-10-23,"2,826","13,481","3,200",,"$1,118.67 ",$81.29 ,$53.47 , --,8,19835913,"$4,704 "
3083,New York,2023-10-30,"2,979","19,145","3,013",,"$1,078.16 ",$49.17 ,$52.97 , --,10,19835913,"$5,880 "
3084,New York,2023-11-06,"2,827","1,464","3,128",,"$1,022.47 ",$84.19 ,$48.51 , --,7,19835913,"$4,116 "
3085,New York,2023-11-13,"3,333","2,304","3,049",,"$1,231.81 ",$115.85 ,$50.02 , --,21,19835913,"$12,348 "
3086,New York,2023-11-20,"4,213","1,392","3,177",,"$1,344.24 ",$114.88 ,$55.81 , --,18,19835913,"$10,584 "
3087,New York,2023-11-27,"4,163","2,320","2,860",,"$2,258.57 ",$152.90 ,$45.77 , --,37,19835913,"$21,756 "
3088,New York,2023-12-04,"4,165","9,186","4,190",,"$2,307.66 ",$342.03 ,$68.55 , --,44.01,19835913,"$25,878 "
3089,New York,2023-12-11,"3,991","13,637","4,603",,"$2,328.04 ",$756.19 ,$81.45 , --,70.99,19835913,"$41,742 "
3090,New York,2023-12-18,"3,972","26,775","7,145",,"$2,122.39 ","$1,414.98 ",$112.08 , --,40,19835913,"$23,520 "
3091,New York,2023-12-25,"8,334","20,785","14,863",,"$3,229.54 ",$677.84 ,$173.02 , --,32,19835913,"$18,816 "
3092,New York,2024-01-01,"9,206",178,"19,767",,"$2,704.49 ",$0.00 ,$215.22 , --,26,19835913,"$15,288 "
3093,New York,2024-01-08,"5,934","23,610","15,265",,"$1,877.37 ",$733.10 ,$233.20 , --,27,19835913,"$15,876 "
3094,New York,2024-01-15,"3,797","79,037","12,726",,"$1,001.46 ","$2,107.38 ",$191.57 , --,33,19835913,"$19,404 "
3095,New York,2024-01-22,"3,566","28,570","37,063",,"$1,085.28 ",$977.34 ,$178.67 , --,34.01,19835913,"$19,998 "
3096,New York,2024-01-29,"3,332","19,123","21,062",,"$1,248.01 ",$944.71 ,$210.56 , --,54.01,19835913,"$31,758 "
3097,New York,2024-02-05,"3,343","27,318","30,089","1,428","$1,162.54 ",$628.58 ,$291.78 ,$18.28 ,29.66,19835913,"$17,440 "
3098,New York,2024-02-12,"4,822","13,779","22,744","6,463","$1,313.18 ",$341.94 ,$243.78 ,$41.76 ,34.33,19835913,"$20,186 "
3099,New York,2024-02-19,"7,422","20,051","24,857","11,549","$1,699.47 ",$285.77 ,$226.12 ,$70.75 ,34,19835913,"$19,992 "
3100,New York,2024-02-26,"3,739","6,760","13,569","1,558",$914.41 ,$148.70 ,$152.74 ,$21.22 ,16,19835913,"$9,408 "
3101,New York,2024-03-04,"3,731","8,541","17,982","2,834","$1,008.57 ",$68.11 ,$162.95 ,$30.70 ,14,19835913,"$8,232 "
3102,New York,2024-03-11,"5,454","9,452","22,661","5,811","$1,579.50 ",$262.70 ,$233.60 ,$50.41 ,32,19835913,"$18,816 "
3103,New York,2024-03-18,"5,547","9,061","26,132","1,050","$1,584.75 ",$162.73 ,$244.42 ,$13.07 ,17,19835913,"$9,996 "
3104,New York,2024-03-25,"4,097","11,974","19,044",,"$1,364.60 ",$472.85 ,$224.88 , --,17,19835913,"$9,996 "
3105,New York,2024-04-01,"2,497","7,346","10,482",,"$1,329.27 ",$167.16 ,$105.76 , --,14,19835913,"$8,232 "
3106,New York,2024-04-08,"2,232","1,213","8,046",,"$1,029.51 ",$231.79 ,$82.49 , --,12,19835913,"$7,056 "
3107,New York,2024-04-15,"2,376","1,637","7,382",,"$1,171.11 ",$155.75 ,$77.42 , --,17,19835913,"$9,996 "
3108,New York,2024-04-22,"2,980","3,642","7,308",,"$2,045.65 ",$156.08 ,$74.92 , --,24,19835913,"$14,112 "
3109,New York,2024-04-29,"3,228","6,835","10,441",,"$1,655.07 ",$249.74 ,$126.06 , --,29,19835913,"$17,052 "
3110,New York,2024-05-06,"3,340","10,982","10,506",,"$2,173.46 ",$213.19 ,$144.86 , --,28,19835913,"$16,464 "
3111,New York,2024-05-13,"3,097","22,797","9,792",,"$1,670.83 ",$514.21 ,$129.83 , --,19,19835913,"$11,172 "
3112,New York,2024-05-20,"2,802","5,248","9,071",,"$1,650.53 ",$226.64 ,$128.64 , --,24,19835913,"$14,112 "
3113,New York,2024-05-27,"3,096","7,046","8,411",,"$1,843.98 ",$235.16 ,$136.88 , --,10,19835913,"$5,880 "
3114,New York,2024-06-03,"3,375","6,097","4,598",,"$1,950.27 ",$91.26 ,$93.95 , --,13,19835913,"$7,644 "
3115,New York,2024-06-10,"3,594","3,105","1,620",,"$2,168.47 ",$191.69 ,$49.93 , --,17,19835913,"$9,996 "
3116,New York,2024-06-17,"3,546","4,030","8,530",,"$2,024.05 ",$181.93 ,$142.47 , --,14,19835913,"$8,232 "
